,number,point_2_x,point_2_y,point_l_x,point_l_y,speed
50,11051,1408.388916015625,371.2837219238281,1390.768310546875,372.2450866699219,372.2450866699219
51,11052,1412.0548095703125,369.89739990234375,1393.8673095703125,371.1687927246094,371.1687927246094
52,11053,1415.3614501953125,368.5595703125,1397.2193603515625,369.758544921875,369.758544921875
53,11054,1418.4456787109375,367.2784118652344,1400.368896484375,368.44659423828125,368.44659423828125
54,11055,1421.7088623046875,366.3642883300781,1403.7034912109375,367.5146179199219,367.5146179199219
55,11056,1424.7685546875,365.0128173828125,1406.293212890625,366.6645202636719,366.6645202636719
56,11057,1427.69189453125,363.7671508789063,1408.7197265625,365.5750732421875,365.5750732421875
57,11058,1430.4486083984375,363.4085693359375,1411.6575927734375,364.5719604492188,364.5719604492188
58,11059,1433.0919189453125,362.947021484375,1414.9566650390625,363.52001953125,363.52001953125
59,11060,1436.22802734375,361.41986083984375,1417.8109130859375,362.1231384277344,362.1231384277344
60,11061,1438.966796875,360.3843994140625,1420.6300048828125,361.4284362792969,361.4284362792969
61,11062,1442.2403564453125,359.2247009277344,1423.5775146484375,360.4659729003906,360.4659729003906
62,11063,1445.1629638671875,357.4706115722656,1426.5433349609375,358.82763671875,358.82763671875
63,11064,1448.0689697265625,357.04736328125,1429.3623046875,358.3573303222656,358.3573303222656
64,11065,1450.8814697265625,356.2071838378906,1432.0450439453125,357.3581848144531,357.3581848144531
65,11066,1453.5450439453125,354.652099609375,1434.6800537109375,355.9433288574219,355.9433288574219
66,11067,1456.5264892578125,354.3942565917969,1437.261474609375,355.93292236328125,355.93292236328125
67,11068,1459.1802978515625,353.66925048828125,1439.6029052734375,355.4775695800781,355.4775695800781
68,11069,1461.5872802734375,352.3992919921875,1441.7960205078125,354.2470703125,354.2470703125
69,11070,1464.010986328125,351.9236755371094,1444.6396484375,353.5699462890625,353.5699462890625
70,11071,1466.787841796875,351.1434631347656,1447.32861328125,352.6279296875,352.6279296875
71,11072,1469.545654296875,350.4515686035156,1450.2696533203125,351.7756042480469,351.7756042480469
72,11073,1471.990966796875,350.1754455566406,1452.7347412109375,351.73779296875,351.73779296875
73,11074,1474.827392578125,349.18353271484375,1455.3427734375,350.8843078613281,350.8843078613281
74,11075,1477.4910888671875,348.612060546875,1457.55712890625,350.57781982421875,350.57781982421875
75,11076,1479.772705078125,348.1443176269531,1459.71728515625,350.064208984375,350.064208984375
76,11077,1482.427978515625,347.5259704589844,1462.53369140625,349.2826843261719,349.2826843261719
77,11078,1484.79150390625,347.2509460449219,1464.683837890625,348.99090576171875,348.99090576171875
78,11079,1484.0118408203125,346.2340087890625,1467.9881591796875,347.7659912109375,347.7659912109375
79,11080,1489.3719482421875,345.9238586425781,1469.23583984375,347.7618103027344,347.7618103027344
80,11081,1491.6298828125,345.80767822265625,1471.599853515625,347.7257080078125,347.7257080078125
81,11082,1493.795654296875,345.3204040527344,1473.6920166015625,347.1694030761719,347.1694030761719
82,11083,1493.0118408203125,343.2340087890625,1476.9881591796875,344.7659912109375,344.7659912109375
83,11084,1498.3822021484375,344.3392639160156,1478.2666015625,346.19818115234375,346.19818115234375
84,11085,1500.27734375,344.18804931640625,1480.0487060546875,346.08038330078125,346.08038330078125
85,11086,1501.77783203125,343.3634948730469,1481.4239501953125,345.2338562011719,345.2338562011719
86,11087,1502.5596923828125,343.613037109375,1482.1971435546875,345.4425964355469,345.4425964355469
87,11088,1503.4794921875,343.638427734375,1483.134765625,345.45562744140625,345.45562744140625
88,11089,1504.8128662109375,343.3608703613281,1484.2197265625,345.2156066894531,345.2156066894531
89,11090,1506.2344970703125,344.2091369628906,1485.6614990234375,346.04766845703125,346.04766845703125
90,11091,1507.4893798828125,344.4869689941406,1486.924560546875,346.374755859375,346.374755859375
91,11092,1508.6195068359375,344.3266906738281,1488.0899658203125,346.1363220214844,346.1363220214844
92,11093,1509.9678955078125,345.2339782714844,1489.2841796875,347.1352844238281,347.1352844238281
93,11094,1511.2271728515625,345.61859130859375,1490.588134765625,347.4661865234375,347.4661865234375
94,11095,1512.266845703125,345.7118835449219,1491.61279296875,347.5415344238281,347.5415344238281
95,11096,1513.6212158203125,346.1727294921875,1492.846923828125,347.906982421875,347.906982421875
96,11097,1514.8916015625,346.0768737792969,1494.2127685546875,347.83013916015625,347.83013916015625
97,11098,1516.33056640625,346.5774841308594,1495.4908447265625,348.433837890625,348.433837890625
98,11099,1517.607666015625,347.4208068847656,1496.665283203125,349.3010559082031,349.3010559082031
99,11100,1518.450439453125,347.34417724609375,1497.4981689453125,349.218017578125,349.218017578125
100,11101,1519.1329345703125,348.2551574707031,1498.1324462890625,350.0501708984375,350.0501708984375
101,11102,1520.0867919921875,349.73291015625,1499.2388916015625,351.6148681640625,351.6148681640625
102,11103,1520.5443115234375,350.21990966796875,1499.8577880859375,352.0033874511719,352.0033874511719
103,11104,1520.8543701171875,350.8208923339844,1500.1693115234375,352.65423583984375,352.65423583984375
104,11105,1521.5914306640625,351.6976318359375,1500.8974609375,353.4719543457031,353.4719543457031
105,11106,1522.57373046875,351.9497985839844,1501.805908203125,353.66888427734375,353.66888427734375
106,11107,1523.2652587890625,352.78564453125,1502.519775390625,354.5117492675781,354.5117492675781
107,11108,1523.63671875,353.0941467285156,1502.964599609375,354.7718811035156,354.7718811035156
108,11109,1524.41552734375,352.7728271484375,1503.79541015625,354.51312255859375,354.51312255859375
109,11110,1525.4146728515625,353.7672119140625,1504.6484375,355.51776123046875,355.51776123046875
110,11111,1526.34423828125,354.0196228027344,1505.568359375,355.7732849121094,355.7732849121094
111,11112,1527.0045166015625,354.1011962890625,1506.32568359375,355.8173522949219,355.8173522949219
112,11113,1527.7404022216795,355.0797119140625,1508.0,355.0,355.0
113,11114,1528.3412246704102,355.24500274658203,1507.241600036621,357.01966094970703,357.01966094970703
114,11115,1529.0026397705078,355.8255920410156,1507.9706649780273,357.62770080566406,357.62770080566406
115,11116,1529.7154388427734,356.83219146728516,1508.5961227416992,358.65667724609375,358.65667724609375
116,11117,1530.0830993652344,356.7489013671875,1508.8031921386719,358.6087646484375,358.6087646484375
117,11118,1530.6555938720705,357.1656188964844,1509.2883071899414,358.92765045166016,358.92765045166016
118,11119,1531.1592712402344,357.9927291870117,1510.0198059082031,359.7048797607422,359.7048797607422
119,11120,1532.0432815551758,358.5021057128906,1510.462760925293,360.41040802001953,360.41040802001953
120,11121,1532.4032974243164,358.8360595703125,1510.987648010254,360.67928314208984,360.67928314208984
121,11122,1532.4460372924805,359.04515838623047,1510.9548950195312,360.8598403930664,360.8598403930664
122,11123,1532.613754272461,360.1121520996094,1511.213966369629,361.9383316040039,361.9383316040039
123,11124,1532.8247604370115,361.2090148925781,1511.4228897094727,363.0729446411133,363.0729446411133
124,11125,1532.61962890625,361.742431640625,1511.6068115234375,363.5770263671875,363.5770263671875
125,11126,1532.4761962890625,363.0355529785156,1511.50634765625,364.8041076660156,364.8041076660156
126,11127,1532.3675537109375,364.03662109375,1511.2601318359375,365.833984375,365.833984375
127,11128,1532.371826171875,364.5391845703125,1511.1600341796875,366.3902893066406,366.3902893066406
128,11129,1532.266845703125,365.71588134765625,1510.8204345703125,367.60205078125,367.60205078125
129,11130,1532.1739501953125,366.3578186035156,1510.7113037109375,368.2577209472656,368.2577209472656
130,11131,1531.8115234375,366.82275390625,1510.283935546875,368.8087158203125,368.8087158203125
131,11132,1532.3287353515625,368.1581726074219,1510.8284912109375,370.1000671386719,370.1000671386719
132,11133,1532.71728515625,368.5893249511719,1511.2257080078125,370.564697265625,370.564697265625
133,11134,1532.7381591796875,369.1165771484375,1511.743408203125,370.939208984375,370.939208984375
134,11135,1533.31640625,369.8147277832031,1512.225341796875,371.6856689453125,371.6856689453125
135,11136,1533.7391357421875,370.0332946777344,1512.5255126953125,371.9743347167969,371.9743347167969
136,11137,1534.6845703125,370.1077880859375,1513.5986328125,371.98175048828125,371.98175048828125
137,11138,1535.5982666015625,370.4425964355469,1514.4200439453125,372.3054504394531,372.3054504394531
138,11139,1536.37109375,370.1044921875,1515.431396484375,371.8506774902344,371.8506774902344
139,11140,1536.7816162109375,369.9559631347656,1515.7825927734375,371.7437133789063,371.7437133789063
140,11141,1536.5079803466795,370.45762634277344,1517.9086227416992,372.40321350097656,372.40321350097656
141,11142,1538.1485443115234,370.2168426513672,1516.764907836914,372.0401306152344,372.0401306152344
142,11143,1538.6915435791016,370.44068908691406,1517.3059692382812,372.3234100341797,372.3234100341797
143,11144,1538.9971923828125,370.7178039550781,1517.9056396484375,372.5810241699219,372.5810241699219
144,11145,1539.1513671875,370.9143371582031,1518.1195068359375,372.7127685546875,372.7127685546875
145,11146,1539.865234375,371.36669921875,1519.0506591796875,373.0836791992188,373.0836791992188
146,11147,1540.4429931640625,371.7700500488281,1519.1337890625,373.561767578125,373.561767578125
147,11148,1541.020751953125,372.1734008789063,1519.2169189453125,374.03985595703125,374.03985595703125
148,11149,1540.712646484375,372.2596435546875,1519.5753173828125,373.9821166992188,373.9821166992188
149,11150,1543.0,374.0,1522.0,376.0,376.0
150,11151,1539.0,374.0,1518.0,375.0,375.0
151,11152,1536.7160034179688,374.2103729248047,1514.7915725708008,376.0971984863281,376.0971984863281
152,11153,1534.277114868164,375.3151092529297,1512.430549621582,377.18631744384766,377.18631744384766
153,11154,1531.9589233398438,376.00785064697266,1510.2403182983398,377.85770416259766,377.85770416259766
154,11155,1529.323486328125,376.3034973144531,1507.5133209228516,378.2621841430664,378.2621841430664
155,11156,1526.2719345092773,377.2387237548828,1503.9287414550781,379.1874237060547,379.1874237060547
156,11157,1523.3060760498047,378.2113037109375,1501.148338317871,380.1368942260742,380.1368942260742
157,11158,1520.5350875854492,378.8097915649414,1498.7145309448242,380.7150192260742,380.7150192260742
158,11159,1517.7444458007812,379.37125396728516,1495.8244857788086,381.1873016357422,381.1873016357422
159,11160,1514.6380233764648,379.97716522216797,1493.0664138793945,381.72901153564453,381.72901153564453
160,11161,1511.98486328125,380.7276306152344,1490.871337890625,382.5514831542969,382.5514831542969
161,11162,1509.293701171875,380.7151794433594,1488.2862548828125,382.61865234375,382.61865234375
162,11163,1506.593505859375,380.79620361328125,1485.5538330078125,382.5882568359375,382.5882568359375
163,11164,1504.001708984375,381.487060546875,1482.747802734375,383.2641906738281,383.2641906738281
164,11165,1501.4151611328125,381.390869140625,1480.4727783203125,383.1089172363281,383.1089172363281
165,11166,1498.6522216796875,381.359619140625,1477.5467529296875,383.169189453125,383.169189453125
166,11167,1496.1112060546875,381.49615478515625,1474.8919677734375,383.30767822265625,383.30767822265625
167,11168,1493.41748046875,380.9798278808594,1472.666259765625,382.6751403808594,382.6751403808594
168,11169,1491.0224609375,380.7583923339844,1469.5552978515625,382.5963745117188,382.5963745117188
169,11170,1488.6864013671875,380.5660400390625,1467.3765869140625,382.5343933105469,382.5343933105469
170,11171,1486.0673828125,379.9209899902344,1464.8192138671875,381.825439453125,381.825439453125
171,11172,1484.3336181640625,379.6495056152344,1463.27978515625,381.4365539550781,381.4365539550781
172,11173,1482.016845703125,380.3415832519531,1461.3056640625,381.893798828125,381.893798828125
173,11174,1479.1585693359375,379.6076354980469,1458.39306640625,381.1833801269531,381.1833801269531
174,11175,1476.294677734375,379.5392456054688,1455.446533203125,381.0395812988281,381.0395812988281
175,11176,1473.77685546875,380.4363708496094,1453.1810302734375,381.9967041015625,381.9967041015625
176,11177,1471.1649169921875,380.0537414550781,1450.37548828125,381.6492004394531,381.6492004394531
177,11178,1468.125244140625,380.1983642578125,1446.8681640625,382.075439453125,382.075439453125
178,11179,1465.3909912109375,380.8353576660156,1444.2667236328125,382.715087890625,382.715087890625
179,11180,1462.5069580078125,380.6302795410156,1441.755615234375,382.2772521972656,382.2772521972656
180,11181,1459.514892578125,381.25787353515625,1439.318115234375,382.4575805664063,382.4575805664063
181,11182,1456.745849609375,381.3958435058594,1436.5584716796875,382.4990234375,382.4990234375
182,11183,1454.366943359375,380.4337158203125,1434.2406005859375,381.6002197265625,381.6002197265625
183,11184,1451.734375,380.78350830078125,1431.35400390625,382.1177673339844,382.1177673339844
184,11185,1449.234375,380.03460693359375,1428.850341796875,381.25299072265625,381.25299072265625
185,11186,1447.124755859375,379.32958984375,1426.7110595703125,380.3355102539063,380.3355102539063
186,11187,1444.4666748046875,380.1505737304688,1424.342529296875,380.8345336914063,380.8345336914063
187,11188,1441.3048095703125,379.0075073242188,1421.2257080078125,379.6049499511719,379.6049499511719
188,11189,1438.5986328125,378.0411071777344,1417.8486328125,378.9300231933594,378.9300231933594
189,11190,1436.4991455078125,378.2680358886719,1415.3563232421875,379.82421875,379.82421875
190,11191,1433.6138916015625,377.06573486328125,1412.6002197265625,378.836669921875,378.836669921875
191,11192,1430.470458984375,376.3408203125,1410.060791015625,377.7369079589844,377.7369079589844
192,11193,1427.6856689453125,377.2696838378906,1407.1773681640625,378.4703979492188,378.4703979492188
193,11194,1425.0709228515625,376.8364562988281,1404.3992919921875,378.06719970703125,378.06719970703125
194,11195,1422.0135498046875,377.0177307128906,1401.4775390625,378.2149658203125,378.2149658203125
195,11196,1419.1387939453125,377.52923583984375,1398.751953125,378.71661376953125,378.71661376953125
196,11197,1416.1171875,377.0202026367188,1395.8294677734375,378.2220458984375,378.2220458984375
197,11198,1412.7662353515625,377.6573486328125,1392.799560546875,378.5860900878906,378.5860900878906
198,11199,1409.838623046875,377.7085571289063,1389.9644775390625,378.3780212402344,378.3780212402344
199,11200,1407.12939453125,377.29400634765625,1387.142578125,377.8249816894531,377.8249816894531
200,11201,1404.249267578125,376.9974365234375,1384.0875244140625,378.0841064453125,378.0841064453125
201,11202,1401.26953125,375.8553771972656,1381.2760009765625,377.147705078125,377.147705078125
202,11203,1398.4859619140625,375.6167297363281,1378.4793701171875,376.9184875488281,376.9184875488281
203,11204,1395.6109619140625,376.0157775878906,1375.8997802734375,377.13427734375,377.13427734375
204,11205,1392.671630859375,375.0559997558594,1373.01806640625,376.1163940429688,376.1163940429688
205,11206,1389.7437744140625,374.8533020019531,1369.6678466796875,376.2965393066406,376.2965393066406
206,11207,1386.78662109375,375.1200866699219,1366.7772216796875,376.69085693359375,376.69085693359375
207,11208,1383.8131103515625,374.22589111328125,1363.9468994140625,375.7012023925781,375.7012023925781
208,11209,1381.068603515625,374.3514404296875,1361.4993896484375,375.52099609375,375.52099609375
209,11210,1377.8167724609375,374.3070373535156,1357.94287109375,375.5802307128906,375.5802307128906
210,11211,1374.0,373.0,1353.0,375.0,375.0
211,11212,1371.9930877685547,372.81129455566406,1351.7160186767578,374.4927673339844,374.4927673339844
212,11213,1369.4909591674805,373.4395980834961,1349.2714385986328,374.99890899658203,374.99890899658203
213,11214,1366.4417495727541,372.3462066650391,1346.377067565918,373.6507110595703,373.6507110595703
214,11215,1362.718864440918,373.09667205810547,1343.19482421875,373.89388275146484,373.89388275146484
215,11216,1360.0836639404295,373.5004119873047,1340.063835144043,374.2499847412109,374.2499847412109
216,11217,1357.3174667358396,372.4886932373047,1337.4169387817385,373.6064987182617,373.6064987182617
217,11218,1354.024658203125,373.0345458984375,1334.3984375,374.3677978515625,374.3677978515625
218,11219,1350.8990478515625,372.7839660644531,1331.297607421875,374.03619384765625,374.03619384765625
219,11220,1347.927978515625,372.2218933105469,1328.552001953125,373.1108703613281,373.1108703613281
220,11221,1345.3446044921875,372.955322265625,1326.1239013671875,373.76751708984375,373.76751708984375
221,11222,1342.3638916015625,371.9378662109375,1322.8671875,373.06182861328125,373.06182861328125
222,11223,1339.4189453125,370.6265258789063,1319.90185546875,371.8216552734375,371.8216552734375
223,11224,1336.4940185546875,371.2452087402344,1316.8681640625,372.5635986328125,372.5635986328125
224,11225,1333.4803466796875,370.3482666015625,1313.496337890625,371.9058227539063,371.9058227539063
225,11226,1330.39892578125,369.3694152832031,1310.5880126953125,370.7597351074219,370.7597351074219
226,11227,1327.3804931640625,370.4141540527344,1307.987060546875,371.5907287597656,371.5907287597656
227,11228,1324.682373046875,369.8775939941406,1305.115234375,371.1374206542969,371.1374206542969
228,11229,1321.8692626953125,369.36700439453125,1302.521240234375,370.50970458984375,370.50970458984375
229,11230,1319.1761474609375,369.8390502929688,1299.7484130859375,371.1927185058594,371.1927185058594
230,11231,1316.35693359375,369.4272155761719,1296.8726806640625,370.6856384277344,370.6856384277344
231,11232,1313.572998046875,369.2042846679688,1293.9656982421875,370.4667053222656,370.4667053222656
232,11233,1310.470703125,369.2479553222656,1290.9583740234375,370.4432067871094,370.4432067871094
233,11234,1307.7806396484375,368.4226989746094,1288.492919921875,369.5773620605469,369.5773620605469
234,11235,1305.2303466796875,369.1249694824219,1285.7528076171875,370.2679443359375,370.2679443359375
235,11236,1302.21923828125,369.1849365234375,1282.606689453125,370.7322692871094,370.7322692871094
236,11237,1299.2279052734375,368.2558898925781,1279.5538330078125,369.9266052246094,369.9266052246094
237,11238,1296.6134033203125,369.1229553222656,1277.02783203125,370.8362121582031,370.8362121582031
238,11239,1293.8988037109375,369.6455383300781,1274.4473876953125,371.1534729003906,371.1534729003906
239,11240,1290.69921875,369.114013671875,1271.2176513671875,370.5021667480469,370.5021667480469
240,11241,1287.578369140625,369.7158508300781,1267.8516845703125,371.4582824707031,371.4582824707031
241,11242,1284.4501953125,370.0099792480469,1264.386962890625,372.37896728515625,372.37896728515625
242,11243,1281.678955078125,369.4165344238281,1261.548828125,371.9761962890625,371.9761962890625
243,11244,1278.3106689453125,369.6878356933594,1258.242919921875,372.38287353515625,372.38287353515625
244,11245,1275.1334228515625,369.456787109375,1255.3284912109375,371.5828857421875,371.5828857421875
245,11246,1272.3316650390625,369.1554565429688,1252.7733154296875,370.8932495117188,370.8932495117188
246,11247,1269.494384765625,369.548095703125,1249.5201416015625,371.7822570800781,371.7822570800781
247,11248,1266.3804931640625,368.6839904785156,1246.496337890625,370.9845581054688,370.9845581054688
248,11249,1263.1793212890625,368.8174743652344,1243.6962890625,370.6872863769531,370.6872863769531
249,11250,1260.1591796875,370.10205078125,1240.87060546875,371.6125793457031,371.6125793457031
250,11251,1257.10546875,370.0392456054688,1237.7989501953125,371.2633056640625,371.2633056640625
251,11252,1254.07177734375,370.2984924316406,1235.193115234375,371.2212219238281,371.2212219238281
252,11253,1250.9749755859375,370.8013916015625,1231.955078125,371.8672790527344,371.8672790527344
253,11254,1247.8131103515625,368.3333740234375,1228.1868896484375,369.6666259765625,369.6666259765625
254,11255,1244.735595703125,369.7624206542969,1225.476318359375,371.471435546875,371.471435546875
255,11256,1242.07080078125,370.5826416015625,1223.0887451171875,371.94384765625,371.94384765625
256,11257,1239.4998779296875,369.6674499511719,1220.08203125,371.1983337402344,371.1983337402344
257,11258,1236.335693359375,369.8631286621094,1217.0657958984375,371.4866638183594,371.4866638183594
258,11259,1233.4420166015625,369.8907470703125,1214.3748779296875,371.1886291503906,371.1886291503906
259,11260,1230.13720703125,369.6938781738281,1211.4520263671875,370.4141540527344,370.4141540527344
260,11261,1227.3909912109375,369.9370422363281,1208.4136962890625,371.0079345703125,371.0079345703125
261,11262,1224.217529296875,370.2488708496094,1205.3621826171875,371.4155883789063,371.4155883789063
262,11263,1221.0118408203125,370.5605163574219,1202.3580322265625,371.45928955078125,371.45928955078125
263,11264,1218.167724609375,371.483642578125,1199.391357421875,372.2705383300781,372.2705383300781
264,11265,1214.99462890625,371.111328125,1196.2352294921875,372.1431579589844,372.1431579589844
265,11266,1211.832763671875,370.7023620605469,1192.94384765625,371.7779846191406,371.7779846191406
266,11267,1209.2828369140625,371.0120544433594,1190.140380859375,372.25518798828125,372.25518798828125
267,11268,1206.23828125,370.5540466308594,1187.0770263671875,372.2392883300781,372.2392883300781
268,11269,1202.64990234375,370.1111755371094,1182.973388671875,372.3550415039063,372.3550415039063
269,11270,1199.6126708984375,370.2518310546875,1180.091796875,372.41357421875,372.41357421875
270,11271,1197.0762939453125,370.5089416503906,1177.8941650390625,372.3993225097656,372.3993225097656
271,11272,1194.1197509765625,370.310791015625,1175.3319091796875,371.8429870605469,371.8429870605469
272,11273,1190.6009521484375,370.2106018066406,1171.7606201171875,371.7276306152344,371.7276306152344
273,11274,1187.494140625,370.2658081054688,1168.556884765625,371.8363952636719,371.8363952636719
274,11275,1185.201416015625,370.47442626953125,1166.3123779296875,371.96295166015625,94.50564458159084
275,11276,1182.388671875,370.8789367675781,1163.42822265625,372.2419128417969,94.48620932693892
276,11277,1179.04248046875,370.6325988769531,1160.5030517578125,371.78900146484375,94.51496879965322
277,11278,1175.9130859375,371.0118103027344,1157.5006103515625,371.7771301269531,94.57861112194092
278,11279,1173.3333740234375,371.5887451171875,1154.75048828125,372.4678039550781,94.62661575370329
279,11280,1170.808349609375,371.43389892578125,1152.098876953125,372.7135925292969,94.66449280928488
280,11281,1167.91455078125,371.2541809082031,1149.3541259765625,372.7205505371094,94.7180496468194
281,11282,1165.0589599609375,371.9599914550781,1146.2869873046875,373.5873718261719,94.75663170415748
282,11283,1161.906494140625,372.2465515136719,1142.9326171875,373.90032958984375,94.79365765448046
283,11284,1159.020751953125,372.5940246582031,1139.921142578125,374.4682312011719,94.85523571342354
284,11285,1156.155517578125,373.6094665527344,1137.48291015625,375.355712890625,94.91413750740595
285,11286,1152.873779296875,373.5440368652344,1134.1282958984375,375.4185180664063,94.97526392496741
286,11287,1149.4273681640625,374.014892578125,1130.8466796875,375.6842041015625,95.00378409671715
287,11288,1146.52880859375,375.03204345703125,1127.8751220703125,376.732666015625,95.06445171775495
288,11289,1143.63330078125,374.8870849609375,1124.83203125,376.6477355957031,95.09570395450358
289,11290,1140.60888671875,375.4987487792969,1121.891845703125,377.1416320800781,95.1544842896006
290,11291,1137.344970703125,376.5541687011719,1118.793701171875,378.0174865722656,95.21337497287949
291,11292,1134.5074462890625,376.6090393066406,1115.6534423828123,378.1746520996094,95.26742119769258
292,11293,1131.5672607421875,377.6135559082031,1112.8721923828123,379.4416198730469,95.32167405030066
293,11294,1128.3775634765625,378.17327880859375,1109.6544189453123,380.1331481933594,95.35570988044705
294,11295,1125.1650390625,378.4653625488281,1106.34375,380.4021301269531,95.398602038587
295,11296,1122.2376708984377,379.8586120605469,1103.4991455078123,381.83929443359375,95.43351285795684
296,11297,1118.8131103515623,378.3333740234375,1099.1868896484377,379.6666259765625,95.48404511437856
297,11298,1115.985107421875,380.6690979003906,1097.4578857421877,382.4544372558594,95.51593702640659
298,11299,1112.9066162109377,381.8666687011719,1094.2283935546877,383.8312072753906,95.55406127610287
299,11300,1109.933349609375,382.2958068847656,1091.2911376953123,384.26251220703125,95.60638926026635
300,11301,1107.0546875,383.2056579589844,1088.4271240234377,385.1448669433594,95.6327478808766
301,11302,1103.6871337890623,383.8957824707031,1085.29443359375,385.6376647949219,95.6665674205222
302,11303,1100.7054443359377,383.7084655761719,1082.2388916015623,385.4556274414063,95.71857450212582
303,11304,1097.74609375,385.22998046875,1078.973388671875,387.2626037597656,95.77495707927193
304,11305,1094.7110595703123,386.2417602539063,1075.9722900390623,388.37579345703125,95.83043354630709
305,11306,1091.6837158203123,387.1421813964844,1072.677734375,388.712646484375,95.88485094245549
306,11307,1088.4686279296877,387.84173583984375,1070.3743896484377,389.5542907714844,95.91312008378858
307,11308,1085.70458984375,388.4782409667969,1067.3206787109377,390.1844177246094,95.95331833678496
